Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,USA,GM,Hikaru,Hikaru Nakamura,3286,W367B,L46W,W268B,W110W,W274B,D21B,W99W,W35W,W2B,W18W,W8B,9.5,63,63,52.75,0,9,5,2809
2,12,ARM,GM,Njal28,Aram Hakobyan,2966,W171W,W325B,D37W,W47B,W28W,W23B,W7W,D8B,L1W,W12B,W15W,9,74,75,57.75,0,8,4,2890
3,5,INT,GM,FairChess_on_YouTube,Dmitry Andreikin,3038,W354B,W77W,W11B,D238W,D38B,W15W,W40W,W222B,L8W,W13B,W6W,9,72,72,57.75,0,8,4,2874
4,14,USA,GM,AlexanderL,Aleksandr Lenderman,2882,W265W,W83B,L20W,W254B,W60B,W247W,D19W,W36B,W9B,D7W,W22B,9,67,70.5,55,0,8,6,2863
5,11,ROU,GM,BogdanDeac,Bogdan Daniel Deac,3011,W281B,W49W,W302B,W184W,L13B,D95W,W238B,W19W,D7W,W40B,W14W,9,61.5,63.5,48.5,0,8,4,2859
6,8,DEU,GM,Msb2,Matthias Bluebaum,3026,W45W,W300B,W95W,D28B,W37W,W12B,D22B,W25W,D18B,W8W,L3B,8.5,75,77,56.75,0,7,2,2897
7,3,CHN,GM,chesspanda123,Yu Yangyi,3047,W75B,W278W,W19B,D38W,W238B,W10W,L2B,W224W,D5B,D4B,W21W,8.5,73.5,76.5,55,0,7,3,2887
8,13,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3038,W216B,W235W,W297B,W20W,W26W,W221B,W222W,D2W,W3B,L6B,L1W,8.5,71,71,48.5,0,8,4,2919
9,7,RUS,GM,dropstoneDP,David Paravyan,3046,W108B,W178W,W48B,W225W,L222W,W228B,W26W,D13B,L4W,W35B,W19W,8.5,67,70,51,0,8,4,2831
10,25,SRB,GM,Beca95,Aleksandar Indjic,2969,W147B,W303W,W39B,W46W,W237B,L7B,L48W,W50B,D24B,W47W,W36W,8.5,64.5,66.5,47.75,0,8,4,2833
11,53,RUS,CM,stollenmonster,Egor Baskakov,2849,W293B,W73W,L3W,D257B,W191B,W92W,L12W,W56B,W226B,W27W,W18B,8.5,62,64.5,45.5,0,8,5,2709
12,34,ARM,GM,Hrant_ChessMood,Hrant Melkumyan,2910,W240W,W80B,W78W,D36W,W24B,L6W,W11B,D22W,W43B,L2W,W42B,8,74,78.5,53.75,0,7,5,2843
13,26,ARG,GM,Genghis_K,Federico Perez Ponsa,2861,W277W,W27B,W55W,W260B,W5W,L222B,W20B,D9W,D22B,L3W,W40W,8,72,75,52,0,7,3,2877
14,6,SRB,GM,mishanick,Aleksei Sarana,3016,W336W,W231B,W35W,L26B,W55W,L19B,W95B,W23W,W29B,W25W,L5B,8,70.5,71.5,47.5,0,8,3,2829
15,50,GRC,FM,greekplayer1,Dimitris Makridis,2731,W121W,W130B,L36B,W32W,W183B,L3B,W49W,W235B,W222W,W17W,L2B,8,67.5,70.5,45.5,0,8,3,2805
16,21,INT,GM,Fandorine,Maksim Chigaev,2947,W330B,W107W,L234B,W252W,W46B,L20W,L226B,W240W,W41B,W39W,W35W,8,59,60,42,0,8,3,2673
17,18,PNG,GM,ChristopherYoo,Christopher Woojin Yoo,2966,D123W,W144B,W317W,L229B,D181W,W148B,W72B,W230W,W28W,L15B,W24W,8,55,56.5,39.5,0,7,3,2710
18,15,PER,IM,MITerryble,Renato Terry,2946,W129B,W41W,W246B,D24W,W30B,D22W,W225W,W48B,D6W,L1B,L11W,7.5,72.5,76.5,46.75,0,6,4,2862
19,51,ARG,GM,platy3,Alan Pichot,2827,W98B,W195W,L7W,W279B,W73W,W14W,D4B,L5B,W30W,W53B,L9B,7.5,71.5,73.5,43,0,7,3,2826
20,71,ESP,IM,I_am_Javi,Ernesto Javier Fernandez Guillen,2733,W343B,W128W,W4B,L8B,W52W,W16B,L13W,D54B,L21W,W70W,W59B,7.5,71.5,72.5,45.25,0,7,4,2744
21,46,USA,GM,ruifeng,Ruifeng Li,2880,W52W,W54B,W42W,W243B,L221B,D1W,L224B,W78W,W20B,W60W,L7B,7.5,70.5,74.5,48.75,0,7,3,2845
22,4,UKR,GM,Baku_Boulevard,Rauf Mamedov,3044,W90W,W308B,D288W,W43W,W229B,D18B,D6W,D12B,D13W,W221B,L4W,7.5,68,70,43.75,0,5,3,2867
23,35,UZB,IM,PLAYER_2006_M,Mukhiddin Madaminov,2955,W213B,W32W,D30B,W245W,W36B,L2W,W239B,L14B,W104W,L24W,W61B,7.5,67,67,38.75,0,7,4,2796
24,75,RUS,FM,GoltsevDmitry2000,Goltsev Dmitry,2737,W256B,W145W,W224W,D18B,L12W,D249W,W252B,W67B,D10W,W23B,L17B,7.5,63.5,67.5,41.5,0,6,4,2798
25,23,INT,GM,Zhigalko_Sergei,Sergei Zhigalko,2901,W203B,W252W,L261B,W74W,W111B,W234W,W43W,L6B,W39W,L14B,D29W,7.5,61.5,62.5,38.75,0,7,2,2777
