Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,USA,GM,GMWSO,Wesley So,3103,W388W,W113B,W34W,W52B,W371W,D20B,W28W,W29B,W4W,W10W,D5B,10,74.5,78.5,70,0,9,3,2865
2,53,ARG,GM,Genghis_K,Federico Perez Ponsa,2861,W253W,W260B,W117W,W368W,L19B,W25W,W360B,W54W,W51B,D5B,W10W,9.5,67.5,71,58.5,0,9,3,2760
3,49,AZE,GM,GGuseinov,Gadir Guseinov,2805,W174W,W431B,W256W,D262B,W396B,W231W,L10W,W356B,W19B,W28W,W16W,9.5,58,60.5,50.25,0,9,4,2810
4,65,INT,GM,Rakhmanov_Aleksandr,Aleksandr Rakhmanov,2850,W202W,W114B,W432W,W79W,W16B,D28B,W20W,W19W,L1B,W59B,D7W,9,74.5,76.5,58.25,0,8,3,2881
5,10,UKR,GM,GOGIEFF,Anton Korobov,3008,W467B,L36W,W178B,W138W,W112B,W104W,W38B,W14W,W32B,D2W,D1W,9,73,74,56.75,0,8,5,2764
6,21,USA,GM,TigrVShlyape,Gata Kamsky,2970,W169W,W434B,W403W,W104W,W12B,W358W,D19B,L10B,W21W,D8B,W23W,9,69.5,71.5,54.5,0,8,2,2761
7,24,KAZ,IM,Manticore17,Arystanbek Urazayev,2802,W92B,D111W,W98B,W399W,L30B,W398W,W376W,W351B,W345W,W29B,D4B,9,63,66.5,51.5,0,8,4,2741
8,147,ARM,FM,Alex_Sahakyan2006,Alex Sahakyan,2710,W204W,W451B,W350W,L373B,D24W,W395B,W95B,W352W,W31B,D6W,W29W,9,62,64,51,0,8,4,2813
9,306,NOR,FM,AndreGVH,,2592,L351B,W284W,W471B,W46W,W412W,L21B,W22W,W104B,W348B,W51W,W17W,9,62,63,49.5,0,9,3,2742
10,4,IRN,GM,bardiya_Daneshvar,Bardiya Daneshvar,2938,W182B,W62W,D376B,W425B,W54W,W232W,W3B,W6W,W16W,L1B,L2B,8.5,74,76.5,54.75,0,8,3,2848
11,79,IND,IM,avinashramesh4,,2775,W283W,W241B,W166W,D29B,D31B,W78W,W50W,L16B,D61W,W35B,W45W,8.5,68,71,52,0,7,2,2781
12,77,TUR,FM,DonkyDonkyDonkey,Eray Kilic,2775,W187W,W42B,W389W,W395B,L6W,W118W,D350B,L31W,W85B,W61B,W28W,8.5,65.5,69,49.75,0,8,4,2772
13,96,IND,IM,Legendinunknown,Harshavardhan GB,2886,L166B,W158W,W139B,W110W,W105W,D354B,L53B,W89W,W44B,W33W,W30W,8.5,64.5,69.5,54.75,0,8,2,2654
14,84,SRB,FM,JimDiGrease,Ivan Zemlyanskii,2913,W194B,L165W,W173B,W433W,W417B,W103B,W18W,L5B,W50W,D34B,W31W,8.5,63,65,47.25,0,8,4,2735
15,57,RUS,FM,Iball95,Vakhlamov Igor,2770,W200W,L368B,L169W,W283B,W442W,W150B,W380W,D80B,W149W,W70B,W34W,8.5,54,56,42.75,0,8,3,2637
16,9,RUS,GM,Sanan_Sjugirov,Sanan Sjugirov,2939,W337W,W468B,W112W,W32B,L4W,W17B,W33W,W11W,L10B,W26W,L3B,8,73.5,74,47,0,8,3,2812
17,82,BRA,GM,A-Fier,Alex Fier,2771,W143B,W44W,W176B,L28B,W107W,L16W,W111B,W81W,W347B,W20W,L9B,8,70,75,50.5,0,8,4,2699
18,41,INT,GM,Zhigalko_Sergei,Sergei Zhigalko,2901,W171W,W56B,D36B,D140W,W83B,W365W,L14B,D58W,W80B,W88W,D21W,8,68,73,50.5,0,6,3,2706
19,8,USA,GM,Zkid,Steven Zierk,2861,W440B,W469W,W436B,W351W,W2W,W50B,D6W,L4B,L3W,D38B,W51W,8,68,69,42.25,0,7,3,2811
